date,journey_id,device,marketing_channel,sessions,journey_starts,journey_completions,lead_submits,self_service_successes,revenue_proxy,calls_deflected,bounce_rate,measurement_quality,identity_match_rate,beacon_loss_rate
2026-04-10,JRN002,mobile_web,paid_search,795,553,77,8,77,7546,17,0.3196,74.23,0.9052,0.0209
2026-04-10,JRN002,mobile_web,email,646,432,92,6,92,9016,35,0.2749,78.92,0.8802,0.0199
2026-04-10,JRN002,mobile_web,direct,794,579,118,11,118,11564,35,0.2348,74.4,0.8815,0.0066
2026-04-10,JRN002,mobile_app,organic_search,254,177,32,2,32,3136,12,0.2353,79.72,0.8765,0.0157
2026-04-10,JRN002,mobile_app,paid_search,156,110,23,2,23,2254,8,0.163,72.46,0.8757,0.0332
2026-04-10,JRN002,mobile_app,email,135,107,29,1,29,2842,10,0.1849,74.52,0.8793,0.0153
2026-04-10,JRN002,mobile_app,direct,173,125,32,2,32,3136,9,0.2193,79.43,0.9243,0.0102
2026-04-10,JRN003,desktop,organic_search,461,312,41,4,41,3034,8,0.2242,62.58,0.8725,0.0325
2026-04-10,JRN003,desktop,paid_search,282,169,19,1,19,1406,4,0.1716,58.69,0.9078,0.0399
2026-04-10,JRN003,desktop,email,265,171,29,3,29,2146,10,0.207,64.84,0.9047,0.0114
2026-04-10,JRN003,desktop,direct,341,204,24,2,24,1776,8,0.2333,60.9,0.8541,0.0312
2026-04-10,JRN003,mobile_web,organic_search,517,325,32,2,32,2368,10,0.266,66.34,0.9249,0.0111
2026-04-10,JRN003,mobile_web,paid_search,387,242,24,1,24,1776,6,0.2881,61.14,0.8996,0.0351
2026-04-10,JRN003,mobile_web,email,273,166,22,1,22,1628,5,0.2927,62.48,0.9229,0.0246
2026-04-10,JRN003,mobile_web,direct,399,231,29,1,29,2146,12,0.3182,61.47,0.8612,0.0191
2026-04-10,JRN003,mobile_app,organic_search,104,69,8,0,8,592,3,0.2273,63.79,0.877,0.0298
2026-04-10,JRN003,mobile_app,paid_search,66,44,4,0,4,296,0,0.1616,63.46,0.8929,0.0477
2026-04-10,JRN003,mobile_app,email,61,38,6,0,6,444,1,0.2114,65.29,0.8988,0.023
2026-04-10,JRN003,mobile_app,direct,74,43,7,0,7,518,2,0.1738,62.2,0.8825,0.0137
2026-04-10,JRN004,desktop,organic_search,321,276,112,9,112,4256,37,0.1058,84.76,0.9023,0.0073
2026-04-10,JRN004,desktop,paid_search,233,200,88,6,88,3344,33,0.1206,87.64,0.9295,0.0164
2026-04-10,JRN004,desktop,email,177,152,94,5,94,3572,27,0.1734,89.53,0.902,0.0081
2026-04-10,JRN004,desktop,direct,240,206,83,6,83,3154,22,0.1501,86.23,0.9012,0.0072
2026-04-10,JRN004,mobile_web,organic_search,382,328,153,9,153,5814,34,0.2114,88.68,0.9283,0.0085
2026-04-10,JRN004,mobile_web,paid_search,288,247,87,6,87,3306,31,0.2324,88.74,0.9057,0.0152
2026-04-10,JRN004,mobile_web,email,203,174,84,4,84,3192,18,0.2203,87.75,0.9391,0.0061
2026-04-10,JRN004,mobile_web,direct,294,252,111,4,111,4218,29,0.1948,88.37,0.9276,0.0041
2026-04-10,JRN004,mobile_app,organic_search,659,566,220,19,220,8360,56,0.1213,90.35,0.8881,0.0057
2026-04-10,JRN004,mobile_app,paid_search,460,395,143,13,143,5434,39,0.1422,86.63,0.8685,0.0186
2026-04-10,JRN004,mobile_app,email,335,288,164,14,164,6232,38,0.1518,87.57,0.9292,0.0032
2026-04-10,JRN004,mobile_app,direct,475,408,252,14,252,9576,102,0.09,85.27,0.8928,0.0046
2026-04-10,JRN005,desktop,organic_search,348,279,101,8,101,2222,42,0.1948,71.77,0.9204,0.012
2026-04-10,JRN005,desktop,paid_search,251,215,64,3,64,1408,20,0.191,71.72,0.8567,0.0359
2026-04-10,JRN005,desktop,email,179,152,54,5,54,1188,15,0.1842,74.12,0.8793,0.0186
2026-04-10,JRN005,desktop,direct,223,182,54,2,54,1188,12,0.1993,71.81,0.9026,0.0171
2026-04-10,JRN005,mobile_web,organic_search,353,303,81,6,81,1782,28,0.2823,68.41,0.9141,0.0274
2026-04-10,JRN005,mobile_web,paid_search,318,273,71,3,71,1562,14,0.2729,69.72,0.8576,0.0376
2026-04-10,JRN005,mobile_web,email,214,184,54,4,54,1188,20,0.2978,68.34,0.8662,0.0265
2026-04-10,JRN005,mobile_web,direct,270,217,47,4,47,1034,9,0.2443,74.7,0.8753,0.0165
2026-04-10,JRN005,mobile_app,organic_search,88,71,18,1,18,396,4,0.1195,68.99,0.8633,0.0199
2026-04-10,JRN005,mobile_app,paid_search,55,47,12,0,12,264,4,0.1981,71.53,0.8541,0.0306
2026-04-10,JRN005,mobile_app,email,46,38,18,1,18,396,7,0.1779,72.09,0.9076,0.013
2026-04-10,JRN005,mobile_app,direct,52,44,13,0,13,286,5,0.1964,71.38,0.9079,0.0213
2026-04-10,JRN006,desktop,organic_search,662,338,19,19,2,3458,0,0.2279,57.1,0.7763,0.0312
2026-04-10,JRN006,desktop,paid_search,504,273,14,14,2,2548,0,0.1739,61.72,0.7534,0.0331
2026-04-10,JRN006,desktop,email,323,163,13,13,2,2366,0,0.2134,63.08,0.7623,0.0148
2026-04-10,JRN006,desktop,direct,386,211,17,17,2,3094,0,0.2092,63.37,0.7315,0.0245
2026-04-10,JRN006,mobile_web,organic_search,686,342,14,14,1,2548,0,0.352,60.53,0.7771,0.033
2026-04-10,JRN006,mobile_web,paid_search,503,265,15,15,2,2730,0,0.3479,57.88,0.7599,0.0459
2026-04-10,JRN006,mobile_web,email,371,195,10,10,1,1820,0,0.3505,60.84,0.7291,0.0344
2026-04-10,JRN006,mobile_web,direct,482,232,12,12,2,2184,0,0.2851,58.8,0.739,0.0377
2026-04-10,JRN006,mobile_app,organic_search,130,77,4,4,0,728,0,0.1905,56.57,0.7349,0.0381
2026-04-10,JRN006,mobile_app,paid_search,103,52,4,4,0,728,0,0.1895,59.43,0.7351,0.0346
2026-04-10,JRN006,mobile_app,email,82,45,4,4,0,728,0,0.1891,59.0,0.7487,0.04
2026-04-10,JRN006,mobile_app,direct,98,48,3,3,0,546,0,0.176,58.66,0.7315,0.0269
2026-04-10,JRN007,desktop,organic_search,273,145,6,6,0,2760,0,0.228,48,0.9034,0.0369
2026-04-10,JRN007,desktop,paid_search,203,114,5,5,0,2300,0,0.1869,53.19,0.8837,0.0441
2026-04-10,JRN007,desktop,email,150,81,5,5,0,2300,0,0.2583,50.6,0.8387,0.0428
2026-04-10,JRN007,desktop,direct,207,101,5,5,0,2300,0,0.1881,49.4,0.8958,0.0445
2026-04-10,JRN007,mobile_web,organic_search,315,156,7,7,0,3220,0,0.2664,48.21,0.8859,0.0504
2026-04-10,JRN007,mobile_web,paid_search,218,91,3,3,0,1380,0,0.2885,49.34,0.8761,0.0461
2026-04-10,JRN007,mobile_web,email,179,100,4,4,0,1840,0,0.2926,48,0.8433,0.0447
2026-04-10,JRN007,mobile_web,direct,210,104,4,4,0,1840,0,0.2748,55.55,0.9051,0.0208
2026-04-10,JRN007,mobile_app,organic_search,67,33,1,1,0,460,0,0.1836,51.29,0.8717,0.0234
2026-04-10,JRN007,mobile_app,paid_search,45,22,1,1,0,460,0,0.1962,48.75,0.8641,0.0419
2026-04-10,JRN007,mobile_app,email,34,16,0,0,0,0,0,0.1789,49.38,0.9014,0.0369
2026-04-10,JRN007,mobile_app,direct,38,20,0,0,0,0,0,0.1735,55.61,0.9247,0.0149
2026-04-10,JRN008,desktop,organic_search,497,310,24,24,2,5856,0,0.236,59.58,0.8664,0.0161
2026-04-10,JRN008,desktop,paid_search,417,219,14,14,1,3416,0,0.1689,52.72,0.8895,0.0373
2026-04-10,JRN008,desktop,email,274,133,14,14,1,3416,0,0.2564,57.09,0.9022,0.0371
2026-04-10,JRN008,desktop,direct,329,177,18,18,2,4392,0,0.1681,54.6,0.9046,0.0417
2026-04-10,JRN008,mobile_web,organic_search,623,368,30,30,3,7320,1,0.3137,54.33,0.8724,0.0377
2026-04-10,JRN008,mobile_web,paid_search,473,241,19,19,1,4636,0,0.2556,53.33,0.8884,0.0455
2026-04-10,JRN008,mobile_web,email,289,180,15,15,2,3660,0,0.3397,58.04,0.864,0.0407
2026-04-10,JRN008,mobile_web,direct,405,192,17,17,1,4148,0,0.3338,58.59,0.8782,0.0396
2026-04-10,JRN008,mobile_app,organic_search,111,54,5,5,0,1220,0,0.2447,58.78,0.8518,0.0346
2026-04-10,JRN008,mobile_app,paid_search,96,60,4,4,0,976,0,0.2119,54.33,0.8948,0.0453
2026-04-10,JRN008,mobile_app,email,69,32,4,4,0,976,0,0.2327,59.34,0.9204,0.0167
2026-04-10,JRN008,mobile_app,direct,85,46,4,4,0,976,0,0.1665,52.12,0.8542,0.044
2026-04-10,JRN009,desktop,organic_search,327,187,21,1,21,1806,8,0.1558,72.53,0.895,0.0169
2026-04-10,JRN009,desktop,paid_search,235,147,18,0,18,1548,3,0.1983,76.24,0.8534,0.0268
2026-04-10,JRN009,desktop,email,160,110,17,1,17,1462,5,0.2081,72.23,0.9212,0.0162
2026-04-10,JRN009,desktop,direct,191,133,22,1,22,1892,8,0.1706,76.36,0.8864,0.0218
2026-04-10,JRN009,mobile_web,organic_search,355,213,19,1,19,1634,6,0.2689,73.99,0.899,0.0159
2026-04-10,JRN009,mobile_web,paid_search,221,148,16,1,16,1376,6,0.314,72.4,0.8891,0.0296
2026-04-10,JRN009,mobile_web,email,203,117,17,0,17,1462,5,0.3214,71.74,0.8629,0.0232
2026-04-10,JRN009,mobile_web,direct,274,153,16,1,16,1376,6,0.3271,75.03,0.8976,0.0133
2026-04-10,JRN009,mobile_app,organic_search,68,39,6,0,6,516,1,0.1552,77.34,0.8849,0.0114
2026-04-10,JRN009,mobile_app,paid_search,47,26,3,0,3,258,0,0.1999,76.17,0.8964,0.0202
2026-04-10,JRN009,mobile_app,email,34,19,3,0,3,258,0,0.1571,77.29,0.9008,0.0109
2026-04-10,JRN009,mobile_app,direct,50,32,4,0,4,344,0,0.1839,73.68,0.8987,0.0173
2026-04-10,JRN010,desktop,organic_search,676,487,87,4,87,1566,33,0.2076,68.96,0.7767,0.0204
2026-04-10,JRN010,desktop,paid_search,572,482,110,9,110,1980,21,0.1644,64.96,0.7677,0.0245
2026-04-10,JRN010,desktop,email,361,249,80,6,80,1440,19,0.1767,66.4,0.7535,0.0226
2026-04-10,JRN010,desktop,direct,497,347,95,6,95,1710,20,0.2107,63.25,0.7714,0.0341
2026-04-10,JRN010,mobile_web,organic_search,787,603,139,9,139,2502,51,0.2615,64.69,0.7717,0.0228
2026-04-10,JRN010,mobile_web,paid_search,575,446,85,3,85,1530,20,0.2556,63.34,0.772,0.042
2026-04-10,JRN010,mobile_web,email,468,376,80,7,80,1440,30,0.3192,66.9,0.7586,0.0232
2026-04-10,JRN010,mobile_web,direct,510,366,75,5,75,1350,21,0.2557,64.25,0.7401,0.0296
2026-04-10,JRN010,mobile_app,organic_search,190,136,34,2,34,612,10,0.1898,64.31,0.7521,0.0158
2026-04-10,JRN010,mobile_app,paid_search,99,77,18,1,18,324,6,0.2241,66.57,0.7803,0.0248
2026-04-10,JRN010,mobile_app,email,96,68,24,2,24,432,4,0.2006,66.43,0.7766,0.0232
2026-04-10,JRN010,mobile_app,direct,117,83,23,1,23,414,4,0.214,66.13,0.7666,0.0244
2026-04-10,JRN011,desktop,organic_search,194,82,4,4,0,1240,0,0.257,49.8,0.7272,0.0366
2026-04-10,JRN011,desktop,paid_search,151,69,2,2,0,620,0,0.2307,48,0.7168,0.036
2026-04-10,JRN011,desktop,email,122,62,3,3,0,930,0,0.1845,49.04,0.7587,0.0468
2026-04-10,JRN011,desktop,direct,143,67,3,3,0,930,0,0.269,48,0.7144,0.0417
2026-04-10,JRN011,mobile_web,organic_search,275,153,6,6,0,1860,0,0.3191,48,0.7301,0.0273
2026-04-10,JRN011,mobile_web,paid_search,179,80,3,3,0,930,0,0.3095,48,0.7679,0.0336
2026-04-10,JRN011,mobile_web,email,116,50,1,1,0,310,0,0.2775,49.61,0.7383,0.0216
2026-04-10,JRN011,mobile_web,direct,151,78,3,3,0,930,0,0.3391,48.12,0.7379,0.0174
2026-04-10,JRN011,mobile_app,organic_search,46,20,1,1,0,310,0,0.2212,48,0.7638,0.041
2026-04-10,JRN011,mobile_app,paid_search,34,18,0,0,0,0,0,0.2024,48,0.7161,0.0401
2026-04-10,JRN011,mobile_app,email,25,10,0,0,0,0,0,0.2112,48,0.7232,0.0537
2026-04-10,JRN011,mobile_app,direct,31,17,0,0,0,0,0,0.2036,48,0.6987,0.0536
2026-04-10,JRN012,desktop,organic_search,298,137,9,0,9,576,3,0.2412,53.81,0.8878,0.0175
2026-04-10,JRN012,desktop,paid_search,225,113,5,0,5,320,1,0.2314,57.27,0.8478,0.0352
2026-04-10,JRN012,desktop,email,148,69,4,0,4,256,0,0.2586,51.99,0.9218,0.0231
2026-04-10,JRN012,desktop,direct,229,98,5,0,5,320,0,0.2493,50.47,0.8777,0.0355
2026-04-10,JRN012,mobile_web,organic_search,332,154,7,0,7,448,1,0.2921,51.11,0.9024,0.045
2026-04-10,JRN012,mobile_web,paid_search,257,118,5,0,5,320,1,0.3116,49.8,0.8857,0.0436
2026-04-10,JRN012,mobile_web,email,184,106,6,0,6,384,2,0.3505,51.34,0.9135,0.0288
2026-04-10,JRN012,mobile_web,direct,247,113,6,0,6,384,1,0.333,55.47,0.873,0.0379
2026-04-10,JRN012,mobile_app,organic_search,74,43,2,0,2,128,0,0.2535,56.82,0.8999,0.034
2026-04-10,JRN012,mobile_app,paid_search,51,29,1,0,1,64,0,0.2624,49.82,0.8277,0.0572
2026-04-10,JRN012,mobile_app,email,30,13,1,0,1,64,0,0.1942,52.57,0.9256,0.0226
2026-04-10,JRN012,mobile_app,direct,41,19,1,0,1,64,0,0.2429,56.62,0.8845,0.0354
2026-04-11,JRN001,desktop,organic_search,597,306,28,2,28,3528,8,0.2627,67.63,0.9105,0.0302
2026-04-11,JRN001,desktop,paid_search,391,217,16,1,16,2016,5,0.2029,63.96,0.8807,0.0341
2026-04-11,JRN001,desktop,email,346,185,17,1,17,2142,3,0.2057,68.66,0.8674,0.0259
2026-04-11,JRN001,desktop,direct,435,239,19,0,19,2394,4,0.204,65.88,0.9063,0.0238
2026-04-11,JRN001,mobile_web,organic_search,592,318,24,1,24,3024,9,0.3386,71.3,0.8949,0.0128
2026-04-11,JRN001,mobile_web,paid_search,506,288,14,0,14,1764,3,0.2624,68.38,0.879,0.029
2026-04-11,JRN001,mobile_web,email,350,196,15,1,15,1890,3,0.2952,67.66,0.9234,0.0173
2026-04-11,JRN001,mobile_web,direct,420,194,15,1,15,1890,4,0.2906,68.24,0.9085,0.0286
2026-04-11,JRN001,mobile_app,organic_search,152,87,5,0,5,630,0,0.2039,69.32,0.9034,0.0137
2026-04-11,JRN001,mobile_app,paid_search,84,44,3,0,3,378,1,0.1716,68.99,0.8679,0.0237
2026-04-11,JRN001,mobile_app,email,61,33,3,0,3,378,1,0.1895,65.26,0.8975,0.0296
2026-04-11,JRN001,mobile_app,direct,94,44,3,0,3,378,0,0.2504,67.93,0.884,0.0146
2026-04-11,JRN002,desktop,organic_search,841,609,123,9,123,12054,48,0.2293,77.67,0.9115,0.012
2026-04-11,JRN002,desktop,paid_search,575,420,91,10,91,8918,33,0.2008,77.83,0.8757,0.0293
2026-04-11,JRN002,desktop,email,384,280,69,7,69,6762,29,0.1418,78.11,0.8837,0.0193
2026-04-11,JRN002,desktop,direct,569,385,105,6,105,10290,26,0.2128,78.81,0.9285,0.0087
2026-04-11,JRN002,mobile_web,organic_search,947,682,132,14,132,12936,42,0.2301,79.71,0.9228,0.0212
2026-04-11,JRN002,mobile_web,paid_search,679,444,57,4,57,5586,17,0.2777,77.06,0.8538,0.0332
2026-04-11,JRN002,mobile_web,email,500,397,99,8,99,9702,21,0.2924,78.66,0.9393,0.0104
2026-04-11,JRN002,mobile_web,direct,669,494,112,13,112,10976,33,0.2303,77.67,0.9259,0.0146
2026-04-11,JRN002,mobile_app,organic_search,168,125,27,2,27,2646,6,0.21,76.52,0.933,0.0111
2026-04-11,JRN002,mobile_app,paid_search,142,95,17,1,17,1666,4,0.1617,77.97,0.9003,0.0244
2026-04-11,JRN002,mobile_app,email,82,59,15,0,15,1470,6,0.1667,79.87,0.9262,0.0163
2026-04-11,JRN002,mobile_app,direct,120,95,21,1,21,2058,6,0.1395,75.25,0.9294,0.0085
2026-04-11,JRN003,desktop,organic_search,366,218,22,1,22,1628,7,0.1926,61.4,0.883,0.0308
2026-04-11,JRN003,desktop,paid_search,278,159,19,2,19,1406,6,0.179,65.74,0.8699,0.0241
2026-04-11,JRN003,desktop,email,195,103,15,1,15,1110,5,0.207,60.91,0.8723,0.0231
2026-04-11,JRN003,desktop,direct,233,132,13,0,13,962,5,0.1721,59.51,0.8651,0.0273
2026-04-11,JRN003,mobile_web,organic_search,411,241,24,1,24,1776,4,0.3181,63.4,0.8938,0.0174
2026-04-11,JRN003,mobile_web,paid_search,246,160,15,1,15,1110,5,0.2915,62.38,0.8901,0.0242
2026-04-11,JRN003,mobile_web,email,226,139,18,0,18,1332,5,0.2598,60.23,0.8613,0.0282
2026-04-11,JRN003,mobile_web,direct,287,179,16,1,16,1184,3,0.3103,66.58,0.9085,0.0151
2026-04-11,JRN003,mobile_app,organic_search,70,40,4,0,4,296,1,0.2383,60.18,0.8804,0.0234
2026-04-11,JRN003,mobile_app,paid_search,52,32,4,0,4,296,1,0.2228,58.84,0.8512,0.0406
2026-04-11,JRN003,mobile_app,email,36,20,3,0,3,222,1,0.221,64.58,0.9146,0.0274
2026-04-11,JRN003,mobile_app,direct,50,28,4,0,4,296,1,0.1691,65.72,0.922,0.0246
2026-04-11,JRN004,desktop,organic_search,275,236,134,8,134,5092,44,0.1011,89.85,0.9232,0.0071
2026-04-11,JRN004,desktop,paid_search,213,183,67,6,67,2546,13,0.1057,85.36,0.8728,0.0165
2026-04-11,JRN004,desktop,email,148,127,65,5,65,2470,14,0.1559,87.88,0.8819,0.0103
2026-04-11,JRN004,desktop,direct,196,168,101,5,101,3838,32,0.099,83.94,0.8827,0.004
2026-04-11,JRN004,mobile_web,organic_search,333,286,105,5,105,3990,26,0.1866,88.61,0.9397,0.0091
2026-04-11,JRN004,mobile_web,paid_search,197,169,50,3,50,1900,21,0.2464,88.55,0.8855,0.0223
2026-04-11,JRN004,mobile_web,email,163,140,58,4,58,2204,17,0.2659,88.46,0.9103,0.0033
2026-04-11,JRN004,mobile_web,direct,189,162,73,6,73,2774,16,0.1946,85.27,0.9114,0.0037
2026-04-11,JRN004,mobile_app,organic_search,561,482,287,24,287,10906,118,0.148,83.1,0.8952,0.0091
2026-04-11,JRN004,mobile_app,paid_search,387,332,119,8,119,4522,44,0.1506,82.41,0.8937,0.0173
2026-04-11,JRN004,mobile_app,email,252,216,133,5,133,5054,48,0.1294,89.47,0.9014,0.0082
2026-04-11,JRN004,mobile_app,direct,379,325,156,15,156,5928,50,0.1664,85.83,0.8767,0.0095
2026-04-11,JRN005,desktop,organic_search,308,264,83,4,83,1826,26,0.127,73.85,0.8657,0.0249
2026-04-11,JRN005,desktop,paid_search,177,146,38,4,38,836,15,0.1517,67.35,0.8694,0.0392
2026-04-11,JRN005,desktop,email,151,128,56,2,56,1232,21,0.1734,71.4,0.9396,0.0099
2026-04-11,JRN005,desktop,direct,188,159,46,1,46,1012,18,0.1356,71.16,0.8811,0.0253
2026-04-11,JRN005,mobile_web,organic_search,272,229,47,3,47,1034,11,0.2327,73.81,0.8649,0.0265
2026-04-11,JRN005,mobile_web,paid_search,214,184,46,2,46,1012,19,0.2436,68.77,0.8926,0.0219
2026-04-11,JRN005,mobile_web,email,165,141,43,2,43,946,16,0.2471,69.9,0.8684,0.0214
2026-04-11,JRN005,mobile_web,direct,188,161,40,1,40,880,16,0.3024,72.45,0.8939,0.0142
2026-04-11,JRN005,mobile_app,organic_search,61,51,14,1,14,308,3,0.1866,71.09,0.8833,0.012
2026-04-11,JRN005,mobile_app,paid_search,46,39,12,1,12,264,5,0.1628,71.72,0.9093,0.0217
2026-04-11,JRN005,mobile_app,email,26,22,8,0,8,176,1,0.1965,69.11,0.9031,0.0171
2026-04-11,JRN005,mobile_app,direct,47,40,11,0,11,242,3,0.201,71.77,0.9195,0.0091
2026-04-11,JRN006,desktop,organic_search,503,284,20,20,1,3640,0,0.2647,59.15,0.7372,0.0339
2026-04-11,JRN006,desktop,paid_search,351,186,11,11,1,2002,0,0.1803,56.35,0.7642,0.051
2026-04-11,JRN006,desktop,email,226,113,8,8,0,1456,0,0.2486,63.74,0.7446,0.0146
2026-04-11,JRN006,desktop,direct,375,200,11,11,0,2002,0,0.2146,57.31,0.7534,0.0186
2026-04-11,JRN006,mobile_web,organic_search,549,246,16,16,3,2912,1,0.3161,58.37,0.7686,0.0165
2026-04-11,JRN006,mobile_web,paid_search,350,203,11,11,2,2002,0,0.3455,59.97,0.7728,0.0471
2026-04-11,JRN006,mobile_web,email,236,128,6,6,0,1092,0,0.3235,61.21,0.7612,0.023
2026-04-11,JRN006,mobile_web,direct,369,190,9,9,0,1638,0,0.2589,57.67,0.795,0.0152
2026-04-11,JRN006,mobile_app,organic_search,94,54,4,4,0,728,0,0.1675,55.93,0.7394,0.0404
2026-04-11,JRN006,mobile_app,paid_search,62,31,1,1,0,182,0,0.1956,57.38,0.7217,0.0336
2026-04-11,JRN006,mobile_app,email,52,27,2,2,0,364,0,0.2441,58.6,0.7843,0.0337
2026-04-11,JRN006,mobile_app,direct,69,34,2,2,0,364,0,0.2547,61.71,0.7957,0.0175
2026-04-11,JRN007,desktop,organic_search,204,97,5,5,0,2300,0,0.1881,48,0.91,0.0386
2026-04-11,JRN007,desktop,paid_search,138,64,3,3,0,1380,0,0.1792,52.14,0.8796,0.0333
2026-04-11,JRN007,desktop,email,97,47,2,2,0,920,0,0.2219,52.93,0.9067,0.0328
2026-04-11,JRN007,desktop,direct,149,81,4,4,0,1840,0,0.2242,53.55,0.8397,0.0425
2026-04-11,JRN007,mobile_web,organic_search,235,117,4,4,0,1840,0,0.2962,49.7,0.8866,0.0202
2026-04-11,JRN007,mobile_web,paid_search,147,79,3,3,0,1380,0,0.3527,48,0.8334,0.0563
2026-04-11,JRN007,mobile_web,email,135,61,3,3,0,1380,0,0.3304,48.9,0.9159,0.0288
2026-04-11,JRN007,mobile_web,direct,180,84,3,3,0,1380,0,0.3105,52.73,0.8679,0.0387
2026-04-11,JRN007,mobile_app,organic_search,48,20,1,1,0,460,0,0.1791,49.67,0.8817,0.0463
2026-04-11,JRN007,mobile_app,paid_search,32,17,0,0,0,0,0,0.2228,49.67,0.8898,0.033
2026-04-11,JRN007,mobile_app,email,25,14,1,1,0,460,0,0.1811,54.45,0.9142,0.0252
2026-04-11,JRN007,mobile_app,direct,31,13,0,0,0,0,0,0.2647,49.35,0.871,0.0352
2026-04-11,JRN008,desktop,organic_search,400,189,19,19,2,4636,0,0.2427,58.51,0.8749,0.0309
2026-04-11,JRN008,desktop,paid_search,271,158,12,12,1,2928,0,0.2269,57.21,0.8582,0.0536
2026-04-11,JRN008,desktop,email,191,103,10,10,1,2440,0,0.2572,58.57,0.908,0.0131
2026-04-11,JRN008,desktop,direct,317,152,13,13,1,3172,0,0.169,60.14,0.9089,0.0183
2026-04-11,JRN008,mobile_web,organic_search,455,249,22,22,2,5368,0,0.3081,56.94,0.8672,0.0293
2026-04-11,JRN008,mobile_web,paid_search,331,189,15,15,2,3660,0,0.3479,57.27,0.8996,0.0349
2026-04-11,JRN008,mobile_web,email,223,121,11,11,1,2684,0,0.3206,58.04,0.8915,0.024
2026-04-11,JRN008,mobile_web,direct,359,223,15,15,2,3660,0,0.2848,58.35,0.8849,0.0265
2026-04-11,JRN008,mobile_app,organic_search,76,40,3,3,0,732,0,0.2462,58.88,0.8722,0.0329
2026-04-11,JRN008,mobile_app,paid_search,63,32,2,2,0,488,0,0.2411,58.1,0.8575,0.0452
2026-04-11,JRN008,mobile_app,email,48,28,2,2,0,488,0,0.2436,58.16,0.8802,0.0354
2026-04-11,JRN008,mobile_app,direct,71,38,3,3,0,732,0,0.176,57.24,0.868,0.035
2026-04-11,JRN009,desktop,organic_search,224,146,15,1,15,1290,3,0.2505,75.89,0.868,0.0187
2026-04-11,JRN009,desktop,paid_search,167,96,11,0,11,946,4,0.1892,70.88,0.8586,0.0266
2026-04-11,JRN009,desktop,email,121,68,12,1,12,1032,2,0.2222,76.06,0.93,0.0149
2026-04-11,JRN009,desktop,direct,176,122,17,1,17,1462,5,0.162,73.85,0.9254,0.0222
2026-04-11,JRN009,mobile_web,organic_search,239,164,17,0,17,1462,3,0.3356,76.58,0.919,0.0182
2026-04-11,JRN009,mobile_web,paid_search,192,110,12,1,12,1032,4,0.3097,76.65,0.8768,0.0194
2026-04-11,JRN009,mobile_web,email,156,85,11,1,11,946,2,0.2709,71.79,0.8975,0.0158
2026-04-11,JRN009,mobile_web,direct,194,135,16,0,16,1376,4,0.3414,74.36,0.9277,0.0142
2026-04-11,JRN009,mobile_app,organic_search,51,31,4,0,4,344,1,0.2338,74.9,0.8599,0.0214
2026-04-11,JRN009,mobile_app,paid_search,37,24,2,0,2,172,0,0.2471,71.18,0.9012,0.0266
2026-04-11,JRN009,mobile_app,email,30,20,3,0,3,258,0,0.1823,70.14,0.9269,0.0194
2026-04-11,JRN009,mobile_app,direct,32,18,3,0,3,258,0,0.1942,70.46,0.8897,0.0162
2026-04-11,JRN010,desktop,organic_search,604,491,137,10,137,2466,28,0.2242,61.75,0.7496,0.027
2026-04-11,JRN010,desktop,paid_search,364,294,75,5,75,1350,16,0.2146,62.36,0.7737,0.0267
2026-04-11,JRN010,desktop,email,283,194,60,4,60,1080,17,0.1951,68.74,0.7707,0.0136
2026-04-11,JRN010,desktop,direct,440,344,103,10,103,1854,43,0.2068,65.46,0.728,0.0301
2026-04-11,JRN010,mobile_web,organic_search,608,464,82,4,82,1476,18,0.2539,65.53,0.7411,0.0247
2026-04-11,JRN010,mobile_web,paid_search,372,294,60,2,60,1080,17,0.2398,67.0,0.7738,0.0355
2026-04-11,JRN010,mobile_web,email,367,296,81,5,81,1458,28,0.2801,69.05,0.7593,0.0193
2026-04-11,JRN010,mobile_web,direct,404,341,83,4,83,1494,19,0.234,66.99,0.7313,0.0319
2026-04-11,JRN010,mobile_app,organic_search,141,109,28,2,28,504,5,0.1653,63.48,0.7321,0.0221
2026-04-11,JRN010,mobile_app,paid_search,89,64,13,0,13,234,4,0.1341,65.51,0.7198,0.0363
2026-04-11,JRN010,mobile_app,email,60,48,15,1,15,270,6,0.1336,66.12,0.7466,0.0156
2026-04-11,JRN010,mobile_app,direct,79,58,16,0,16,288,6,0.135,66.03,0.7701,0.0341
2026-04-11,JRN011,desktop,organic_search,185,76,3,3,0,930,0,0.2206,48,0.7826,0.0305
2026-04-11,JRN011,desktop,paid_search,109,55,1,1,0,310,0,0.1735,48,0.7279,0.0285
2026-04-11,JRN011,desktop,email,91,37,1,1,0,310,0,0.193,48,0.7442,0.0547
2026-04-11,JRN011,desktop,direct,102,50,2,2,0,620,0,0.2506,48,0.7731,0.0408
2026-04-11,JRN011,mobile_web,organic_search,192,83,3,3,0,930,0,0.2745,50.92,0.7441,0.0207
2026-04-11,JRN011,mobile_web,paid_search,148,81,3,3,0,930,0,0.3354,48,0.7746,0.045
2026-04-11,JRN011,mobile_web,email,107,48,1,1,0,310,0,0.2869,48,0.767,0.022
2026-04-11,JRN011,mobile_web,direct,139,69,2,2,0,620,0,0.3312,48,0.7735,0.0204
2026-04-11,JRN011,mobile_app,organic_search,32,13,0,0,0,0,0,0.2168,48,0.7824,0.0197
